;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Lista de Entes Habilitados/Inabilitados da Complementação da União-VAAT 2026;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;Código IBGE;Veficação  § 4º do art. 13 da  Lei nº 14.113/20;Pendência identificada;;;;;;;;;;;;
SC;Vargem Bonita;4219176;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Vidal Ramos;4219200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Videira;4219309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Vitor Meireles;4219358;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Witmarsum;4219408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Xanxerê;4219507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Xavantina;4219606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Xaxim;4219705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Zortéa;4219853;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Amparo de São Francisco;2800100;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Aquidabã;2800209;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Aracaju;2800308;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Arauá;2800407;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Areia Branca;2800506;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Barra dos Coqueiros;2800605;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Boquim;2800670;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Brejo Grande;2800704;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Campo do Brito;2801009;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Canhoba;2801108;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Canindé de São Francisco;2801207;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Capela;2801306;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Carira;2801405;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Carmópolis;2801504;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Cedro de São João;2801603;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Cristinápolis;2801702;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Cumbe;2801900;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Divina Pastora;2802007;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Estância;2802106;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Feira Nova;2802205;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Frei Paulo;2802304;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Gararu;2802403;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;General Maynard;2802502;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Gracho Cardoso;2802601;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Ilha das Flores;2802700;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Indiaroba;2802809;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Itabaiana;2802908;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Itabaianinha;2803005;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Itabi;2803104;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Itaporanga d'Ajuda;2803203;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Japaratuba;2803302;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Japoatã;2803401;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Lagarto;2803500;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Laranjeiras;2803609;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Macambira;2803708;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Malhada dos Bois;2803807;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Malhador;2803906;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Maruim;2804003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Moita Bonita;2804102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Monte Alegre de Sergipe;2804201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Muribeca;2804300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Neópolis;2804409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Nossa Senhora Aparecida;2804458;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Nossa Senhora da Glória;2804508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Nossa Senhora das Dores;2804607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Nossa Senhora de Lourdes;2804706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Nossa Senhora do Socorro;2804805;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Pacatuba;2804904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Pedra Mole;2805000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Pedrinhas;2805109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Pinhão;2805208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Pirambu;2805307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Poço Redondo;2805406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Poço Verde;2805505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Porto da Folha;2805604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Propriá;2805703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Riachão do Dantas;2805802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Riachuelo;2805901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Ribeirópolis;2806008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Rosário do Catete;2806107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Salgado;2806206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Santa Luzia do Itanhy;2806305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Santa Rosa de Lima;2806503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Santana do São Francisco;2806404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Santo Amaro das Brotas;2806602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;São Cristóvão;2806701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;São Domingos;2806800;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;São Francisco;2806909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;São Miguel do Aleixo;2807006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Sergipe;28;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Simão Dias;2807105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Siriri;2807204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Telha;2807303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Tobias Barreto;2807402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Tomar do Geru;2807501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SE;Umbaúba;2807600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Adamantina;3500105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Adolfo;3500204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Aguaí;3500303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Águas da Prata;3500402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Águas de Lindóia;3500501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Águas de Santa Bárbara;3500550;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Águas de São Pedro;3500600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Agudos;3500709;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Alambari;3500758;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Alfredo Marcondes;3500808;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Altair;3500907;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Altinópolis;3501004;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Alto Alegre;3501103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Alumínio;3501152;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Álvares Florence;3501202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Álvares Machado;3501301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Álvaro de Carvalho;3501400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Alvinlândia;3501509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Americana;3501608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Américo Brasiliense;3501707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Américo de Campos;3501806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Amparo;3501905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Analândia;3502002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Andradina;3502101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Angatuba;3502200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Anhembi;3502309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Anhumas;3502408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Aparecida;3502507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Aparecida d'Oeste;3502606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Apiaí;3502705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Araçariguama;3502754;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Araçatuba;3502804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Araçoiaba da Serra;3502903;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Aramina;3503000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Arandu;3503109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Arapeí;3503158;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Araraquara;3503208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Araras;3503307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Arco-Íris;3503356;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Arealva;3503406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Areias;3503505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Areiópolis;3503604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Ariranha;3503703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Artur Nogueira;3503802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Arujá;3503901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Aspásia;3503950;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Assis;3504008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Atibaia;3504107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Auriflama;3504206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Avaí;3504305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Avanhandava;3504404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Avaré;3504503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bady Bassitt;3504602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Balbinos;3504701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bálsamo;3504800;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bananal;3504909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Barão de Antonina;3505005;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Barbosa;3505104;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bariri;3505203;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Barra Bonita;3505302;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Barra do Chapéu;3505351;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Barra do Turvo;3505401;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Barretos;3505500;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Barrinha;3505609;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Barueri;3505708;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bastos;3505807;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Batatais;3505906;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bauru;3506003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bebedouro;3506102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bento de Abreu;3506201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bernardino de Campos;3506300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bertioga;3506359;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bilac;3506409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Birigui;3506508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Biritiba-Mirim;3506607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Boa Esperança do Sul;3506706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bocaina;3506805;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bofete;3506904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Boituva;3507001;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bom Jesus dos Perdões;3507100;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bom Sucesso de Itararé;3507159;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Borá;3507209;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Boracéia;3507308;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Borborema;3507407;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Borebi;3507456;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Botucatu;3507506;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Bragança Paulista;3507605;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Braúna;3507704;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Brejo Alegre;3507753;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Brodowski;3507803;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Brotas;3507902;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Buri;3508009;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Buritama;3508108;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Buritizal;3508207;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cabrália Paulista;3508306;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cabreúva;3508405;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Caçapava;3508504;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cachoeira Paulista;3508603;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Caconde;3508702;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cafelândia;3508801;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Caiabu;3508900;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Caieiras;3509007;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Caiuá;3509106;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cajamar;3509205;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cajati;3509254;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cajobi;3509304;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cajuru;3509403;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Campina do Monte Alegre;3509452;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Campinas;3509502;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Campo Limpo Paulista;3509601;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Campos do Jordão;3509700;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Campos Novos Paulista;3509809;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cananéia;3509908;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Canas;3509957;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cândido Mota;3510005;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cândido Rodrigues;3510104;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Canitar;3510153;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Capão Bonito;3510203;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Capela do Alto;3510302;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Capivari;3510401;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Caraguatatuba;3510500;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Carapicuíba;3510609;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cardoso;3510708;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Casa Branca;3510807;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cássia dos Coqueiros;3510906;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Castilho;3511003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Catanduva;3511102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Catiguá;3511201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cedral;3511300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cerqueira César;3511409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cerquilho;3511508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cesário Lange;3511607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Charqueada;3511706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Chavantes;3557204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Clementina;3511904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Colina;3512001;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Colômbia;3512100;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Conchal;3512209;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Conchas;3512308;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cordeirópolis;3512407;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Coroados;3512506;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Coronel Macedo;3512605;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Corumbataí;3512704;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cosmópolis;3512803;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cosmorama;3512902;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cotia;3513009;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cravinhos;3513108;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cristais Paulista;3513207;Inobservância do art. 38 da Lei nº 14.113/20.;Não transmitiu ao SIOPE os dados do ano de 2024.;;;;;;;;;;;;
SP;Cruzália;3513306;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cruzeiro;3513405;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Cubatão;3513504;Inobservância do art. 38 da Lei nº 14.113/20.;Não transmitiu ao SIOPE os dados do ano de 2024.;;;;;;;;;;;;
SP;Cunha;3513603;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Descalvado;3513702;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Diadema;3513801;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Dirce Reis;3513850;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Divinolândia;3513900;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Dobrada;3514007;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Dois Córregos;3514106;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Dolcinópolis;3514205;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Dourado;3514304;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Dracena;3514403;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Duartina;3514502;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Dumont;3514601;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Echaporã;3514700;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Eldorado;3514809;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Elias Fausto;3514908;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Elisiário;3514924;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Embaúba;3514957;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Embu das Artes;3515004;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Embu-Guaçu;3515103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Emilianópolis;3515129;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Engenheiro Coelho;3515152;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Espírito Santo do Pinhal;3515186;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Espírito Santo do Turvo;3515194;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Estiva Gerbi;3557303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Estrela do Norte;3515301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Estrela d'Oeste;3515202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Euclides da Cunha Paulista;3515350;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Fartura;3515400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Fernando Prestes;3515608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Fernandópolis;3515509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Fernão;3515657;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Ferraz de Vasconcelos;3515707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Flora Rica;3515806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Floreal;3515905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Flórida Paulista;3516002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Florínia;3516101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Franca;3516200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Francisco Morato;3516309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Franco da Rocha;3516408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Gabriel Monteiro;3516507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Gália;3516606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Garça;3516705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Gastão Vidigal;3516804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Gavião Peixoto;3516853;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;General Salgado;3516903;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Getulina;3517000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Glicério;3517109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guaiçara;3517208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guaimbê;3517307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guaíra;3517406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guapiaçu;3517505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guapiara;3517604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guará;3517703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guaraçaí;3517802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guaraci;3517901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guarani d'Oeste;3518008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guarantã;3518107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guararapes;3518206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guararema;3518305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guaratinguetá;3518404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guareí;3518503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guariba;3518602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guarujá;3518701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guarulhos;3518800;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guatapará;3518859;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Guzolândia;3518909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Herculândia;3519006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SP;Holambra;3519055;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
